id;fecha;tamn_sbs_pct;tipmn_sbs_pct
1194;30/07/2025;14,95;2,15
1195;31/07/2025;15,08;2,13
1196;1/08/2025;15,12;2,1
1197;4/08/2025;15,09;2,02
1198;5/08/2025;15,1;2,06
1199;6/08/2025;15,1;2,06
1200;7/08/2025;14,98;2,07
1201;8/08/2025;14,99;2,06
1202;11/08/2025;15,04;2,12
1203;12/08/2025;15,14;2,19
1204;13/08/2025;15,15;2,16
1205;14/08/2025;15,2;2,16
1206;15/08/2025;15,22;2,17
1207;18/08/2025;15,21;2,17
1208;19/08/2025;15,21;2,17
1209;20/08/2025;15,2;2,17
1210;21/08/2025;15,1;2,17
1211;22/08/2025;15,1;2,16
1212;25/08/2025;15,13;2,17
1213;26/08/2025;15,25;2,18
1214;27/08/2025;15,29;2,17
1215;28/08/2025;15,3;2,16
1216;29/08/2025;15,33;2,14
1217;1/09/2025;15,32;2,12
1218;2/09/2025;15,32;2,03
1219;3/09/2025;15,32;2,05
1220;4/09/2025;15,37;2,07
1221;5/09/2025;15,34;2,06
1222;8/09/2025;15,26;2,08
1223;9/09/2025;15,29;2,12
1224;10/09/2025;15,31;2,12
1225;11/09/2025;15,33;2,13
1226;12/09/2025;15,32;2,17
1227;15/09/2025;15,36;2,17
1228;16/09/2025;15,4;2,16
1229;17/09/2025;15,37;2,17
1230;18/09/2025;15,36;2,17
1231;19/09/2025;15,35;2,16
1232;22/09/2025;15,35;2,17
1233;23/09/2025;15,32;2,19
1234;24/09/2025;15,33;2,18
1235;25/09/2025;15,35;2,18
1236;26/09/2025;15,41;2,18
1237;29/09/2025;15,41;2,19
1238;30/09/2025;15,49;2,18
1239;1/10/2025;15,56;2,12
1240;2/10/2025;15,46;2,05
1241;3/10/2025;15,42;2,07
1242;6/10/2025;15,42;2,07
1243;7/10/2025;15,36;2,09
1244;8/10/2025;15,36;2,09
1245;9/10/2025;15,35;2,11
1246;10/10/2025;15,5;2,11
1247;13/10/2025;15,55;2,12
1248;14/10/2025;15,65;2,13
1249;15/10/2025;15,66;2,12
1250;16/10/2025;15,65;2,14
1251;17/10/2025;15,59;2,14
1252;20/10/2025;15,61;2,16
1253;21/10/2025;15,56;2,16
1254;22/10/2025;15,53;2,15
1255;23/10/2025;15,55;2,15
1256;24/10/2025;15,56;2,13
1257;27/10/2025;15,6;2,13
1258;28/10/2025;15,71;2,13
1259;29/10/2025;15,72;2,14
1260;30/10/2025;15,73;2,16
1261;31/10/2025;15,72;2,15
1262;3/11/2025;15,72;2,12
1263;4/11/2025;15,68;2,03
1264;5/11/2025;15,66;2,06
1265;6/11/2025;15,57;2,06
1266;7/11/2025;15,61;2,07
1267;10/11/2025;15,63;2,06
1268;11/11/2025;15,78;2,1
1269;12/11/2025;15,8;2,1
1270;13/11/2025;15,82;2,09
1271;14/11/2025;15,82;2,11
1272;17/11/2025;15,8;2,12
1273;18/11/2025;15,79;2,11
1274;19/11/2025;15,77;2,11
1275;20/11/2025;15,8;2,1
1276;21/11/2025;15,71;2,11
1277;24/11/2025;15,7;2,11
1278;25/11/2025;15,81;2,1
1279;26/11/2025;15,84;2,1
1280;27/11/2025;15,85;2,11
1281;28/11/2025;15,86;2,08
1282;1/12/2025;15,85;2,06
1283;2/12/2025;15,94;1,94
1284;3/12/2025;15,92;1,98
1285;4/12/2025;15,9;2,05
1286;5/12/2025;15,88;1,98
1287;8/12/2025;15,88;1,98
1288;9/12/2025;15,88;1,98
1289;10/12/2025;15,77;1,99
1290;11/12/2025;15,86;1,98
1291;12/12/2025;15,89;1,97
1292;15/12/2025;15,87;1,98
1293;16/12/2025;15,86;1,99
1294;17/12/2025;15,8;1,98
1295;18/12/2025;15,77;1,99
1296;19/12/2025;15,75;1,97
1297;22/12/2025;15,77;1,97
1298;23/12/2025;15,78;1,96
1299;24/12/2025;15,81;1,97
1300;25/12/2025;15,81;1,97
1301;26/12/2025;15,81;1,97
1302;29/12/2025;15,94;1,96
1303;30/12/2025;16,04;1,97
1304;31/12/2025;17,06;1,97
