id;fecha;tamn_pct;tipmn_pct;spread_pct;tasa_referencia_pct;tasa_interbancaria_pct;brecha_interbancaria_pct;riesgo_pais_embig_pct;tipo_cambio_pen_usd
454;2022-10-21;13,54;2,79;10,75;7,0;7,0;0,0;2,5;3,984833
455;2022-10-24;13,58;2,78;10,8;7,0;7,01;0,01;2,38;4,0015
456;2022-10-25;13,66;2,79;10,87;7,0;7,0;0,0;2,35;3,997167
457;2022-10-26;13,71;2,85;10,86;7,0;7,0;0,0;2,32;3,990333
458;2022-10-27;13,72;2,84;10,88;7,0;7,0;0,0;2,35;3,980167
459;2022-10-28;13,73;2,84;10,89;7,0;7,0;0,0;2,24;3,975333
460;2022-10-31;13,78;2,84;10,94;7,0;7,0;0,0;2,28;3,9905
461;2022-11-02;13,87;2,84;11,03;7,0;7,0;0,0;2,21;3,96775
462;2022-11-03;13,86;2,81;11,05;7,0;7,0;0,0;2,21;3,9725
463;2022-11-04;13,84;2,82;11,02;7,0;7,05;0,05;2,13;3,957667
464;2022-11-07;13,81;2,85;10,96;7,0;7,0;0,0;2,01;3,951333
465;2022-11-08;13,8;2,89;10,91;7,0;7,0;0,0;2,04;3,927333
466;2022-11-09;13,83;2,9;10,93;7,0;7,0;0,0;2,11;3,914
467;2022-11-10;13,85;2,91;10,94;7,0;7,0;0,0;2,05;3,866667
468;2022-11-11;13,84;2,93;10,91;7,25;7,25;0,0;2,05;3,858667
469;2022-11-14;13,87;2,96;10,91;7,25;7,28;0,03;1,96;3,857167
470;2022-11-15;13,97;2,97;11,0;7,25;7,27;0,02;1,95;3,830167
471;2022-11-16;13,98;3,65;10,33;7,25;7,25;0,0;2,01;3,838
472;2022-11-17;13,94;2,98;10,96;7,25;7,25;0,0;2,02;3,8415
473;2022-11-18;13,93;2,98;10,95;7,25;7,26;0,01;2,0;3,829833
474;2022-11-21;13,9;2,99;10,91;7,25;7,36;0,11;1,97;3,839167
475;2022-11-22;13,95;2,98;10,97;7,25;7,28;0,03;1,97;3,849833
476;2022-11-23;13,99;2,98;11,01;7,25;7,25;0,0;2,01;3,8515
477;2022-11-24;14,01;2,96;11,05;7,25;7,27;0,02;2,01;3,848
478;2022-11-25;14,03;2,94;11,09;7,25;7,25;0,0;2,02;3,865667
479;2022-11-28;14,07;2,96;11,11;7,25;7,25;0,0;1,98;3,8565
480;2022-11-29;14,17;3,7;10,47;7,25;7,3;0,05;1,9;3,846
481;2022-11-30;14,18;3,7;10,48;7,25;7,45;0,2;1,93;3,855
482;2022-12-01;14,19;2,95;11,24;7,25;7,25;0,0;1,96;3,83
483;2022-12-02;14,14;2,94;11,2;7,25;7,25;0,0;1,96;3,835667
484;2022-12-05;14,17;2,95;11,22;7,25;7,31;0,06;1,91;3,849
485;2022-12-06;14,2;2,97;11,23;7,25;7,33;0,08;1,99;3,845667
486;2022-12-07;14,17;2,95;11,22;7,25;7,27;0,02;2,01;3,846333
487;2022-12-12;14,21;2,93;11,28;7,5;7,54;0,04;1,85;3,837833
488;2022-12-13;14,28;2,94;11,34;7,5;7,56;0,06;1,85;3,8305
489;2022-12-14;14,3;2,94;11,36;7,5;7,5;0,0;1,97;3,836333
490;2022-12-15;14,3;2,91;11,39;7,5;7,5;0,0;2,03;3,847833
491;2022-12-16;14,27;2,96;11,31;7,5;7,5;0,0;2,08;3,848
492;2022-12-19;14,24;2,97;11,27;7,5;7,5;0,0;2,08;3,835833
493;2022-12-20;14,27;2,99;11,28;7,5;7,5;0,0;2,09;3,834
494;2022-12-21;14,22;2,98;11,24;7,5;7,54;0,04;2,0;3,818
495;2022-12-22;14,22;2,97;11,25;7,5;7,51;0,01;1,98;3,814667
496;2022-12-23;14,24;2,98;11,26;7,5;7,63;0,13;1,93;3,818
497;2022-12-26;14,34;2,99;11,35;7,5;7,5;0,0;1,93;3,820667
498;2022-12-27;14,43;3,05;11,38;7,5;7,51;0,01;1,91;3,82
499;2022-12-28;14,45;3,03;11,42;7,5;7,5;0,0;1,9;3,811333
500;2022-12-29;14,49;3,07;11,42;7,5;7,5;0,0;1,95;3,812167
501;2022-12-30;14,53;3,03;11,5;7,5;7,5;0,0;1,94;3,811667
502;2023-01-03;14,53;3,03;11,5;7,5;7,52;0,02;2,0;3,817333
503;2023-01-04;14,48;3,06;11,42;7,5;7,61;0,11;2,08;3,825667
504;2023-01-05;14,46;3,08;11,38;7,5;7,65;0,15;2,17;3,826833
505;2023-01-06;14,42;3,08;11,34;7,5;7,53;0,03;2,15;3,8025
506;2023-01-09;14,43;3,11;11,32;7,5;7,5;0,0;2,15;3,795333
507;2023-01-10;14,45;3,15;11,3;7,5;7,5;0,0;2,14;3,8035
508;2023-01-11;14,43;3,18;11,25;7,5;7,5;0,0;2,13;3,780333
509;2023-01-12;14,45;3,19;11,26;7,5;7,5;0,0;2,05;3,783667
510;2023-01-13;14,45;3,19;11,26;7,75;7,75;0,0;2,02;3,810833
511;2023-01-16;14,44;3,19;11,25;7,75;7,75;0,0;2,02;3,827
512;2023-01-17;14,37;3,19;11,18;7,75;7,75;0,0;2,06;3,842
513;2023-01-18;14,38;3,19;11,19;7,75;7,75;0,0;2,07;3,835833
514;2023-01-19;14,4;3,2;11,2;7,75;7,75;0,0;2,11;3,8625
515;2023-01-20;14,4;3,18;11,22;7,75;7,75;0,0;2,08;3,856833
516;2023-01-23;14,4;3,22;11,18;7,75;7,75;0,0;2,07;3,875167
517;2023-01-24;14,46;3,22;11,24;7,75;7,75;0,0;2,1;3,890167
518;2023-01-25;14,5;3,22;11,28;7,75;7,75;0,0;2,1;3,899
519;2023-01-26;14,53;3,25;11,28;7,75;7,75;0,0;2,02;3,861667
520;2023-01-27;14,53;3,25;11,28;7,75;7,75;0,0;1,99;3,829333
521;2023-01-30;14,55;3,28;11,27;7,75;7,75;0,0;2,04;3,857
522;2023-01-31;14,61;3,26;11,35;7,75;7,73;-0,02;2,06;3,847833
523;2023-02-01;14,69;3,25;11,44;7,75;7,77;0,02;2,07;3,846
524;2023-02-02;14,66;3,16;11,5;7,75;7,75;0,0;1,97;3,831167
525;2023-02-03;14,66;3,2;11,46;7,75;7,83;0,08;1,93;3,848833
526;2023-02-06;14,67;3,22;11,45;7,75;7,75;0,0;1,9;3,851167
527;2023-02-07;14,64;3,23;11,41;7,75;7,75;0,0;1,91;3,846
528;2023-02-08;14,64;3,25;11,39;7,75;7,75;0,0;1,95;3,858333
529;2023-02-09;14,66;3,27;11,39;7,75;7,75;0,0;1,93;3,865333
530;2023-02-10;14,68;3,3;11,38;7,75;7,75;0,0;1,96;3,854667
531;2023-02-13;14,71;3,39;11,32;7,75;7,75;0,0;1,96;3,852167
532;2023-02-14;14,78;3,35;11,43;7,75;7,75;0,0;1,9;3,860667
533;2023-02-15;14,79;3,37;11,42;7,75;7,75;0,0;1,91;3,863167
534;2023-02-16;14,77;3,34;11,43;7,75;7,75;0,0;1,86;3,864667
535;2023-02-17;14,76;3,35;11,41;7,75;7,75;0,0;1,92;3,845167
536;2023-02-20;14,79;3,38;11,41;7,75;7,75;0,0;1,92;3,845
537;2023-02-21;14,76;3,37;11,39;7,75;7,75;0,0;1,88;3,834833
538;2023-02-22;14,75;3,4;11,35;7,75;7,75;0,0;1,91;3,821667
539;2023-02-23;14,79;3,39;11,4;7,75;7,86;0,11;1,89;3,803
540;2023-02-24;14,81;3,41;11,4;7,75;7,75;0,0;1,88;3,821167
541;2023-02-27;14,86;3,41;11,45;7,75;7,75;0,0;1,9;3,812167
542;2023-02-28;14,93;3,39;11,54;7,75;7,75;0,0;1,91;3,804667
543;2023-03-01;14,93;3,38;11,55;7,75;7,75;0,0;1,91;3,776
544;2023-03-02;14,91;3,32;11,59;7,75;7,75;0,0;1,92;3,786167
545;2023-03-03;14,88;3,35;11,53;7,75;7,75;0,0;1,91;3,784167
546;2023-03-06;14,9;3,37;11,53;7,75;7,74;-0,01;1,87;3,7855
547;2023-03-07;14,89;3,35;11,54;7,75;7,75;0,0;1,9;3,788833
548;2023-03-08;14,88;3,37;11,51;7,75;7,73;-0,02;1,91;3,791667
549;2023-03-09;14,9;3,39;11,51;7,75;7,75;0,0;1,97;3,788167
550;2023-03-10;14,91;3,39;11,52;7,75;7,73;-0,02;2,04;3,782667
551;2023-03-13;14,94;3,43;11,51;7,75;7,75;0,0;2,09;3,802833
552;2023-03-14;15,02;3,46;11,56;7,75;7,75;0,0;2,0;3,788833
553;2023-03-15;14,97;3,47;11,5;7,75;7,75;0,0;2,14;3,809167
554;2023-03-16;14,88;3,48;11,4;7,75;7,75;0,0;2,04;3,794167
555;2023-03-17;14,82;3,5;11,32;7,75;7,75;0,0;2,14;3,795167
556;2023-03-20;14,84;3,52;11,32;7,75;7,75;0,0;2,11;3,779333
557;2023-03-21;14,84;3,52;11,32;7,75;7,75;0,0;2,05;3,770333
558;2023-03-22;14,79;3,51;11,28;7,75;7,75;0,0;2,16;3,772333
559;2023-03-23;14,8;3,51;11,29;7,75;7,75;0,0;2,16;3,767
560;2023-03-24;14,8;3,47;11,33;7,75;7,75;0,0;2,15;3,7732
561;2023-03-27;14,84;3,48;11,36;7,75;7,75;0,0;2,06;3,7685
562;2023-03-28;14,92;3,45;11,47;7,75;7,75;0,0;2,1;3,7655
563;2023-03-29;14,94;3,51;11,43;7,75;7,75;0,0;2,07;3,756333
564;2023-03-30;14,94;3,46;11,48;7,75;7,75;0,0;2,09;3,759333
565;2023-03-31;14,93;3,47;11,46;7,75;7,75;0,0;2,09;3,762833
566;2023-04-03;15,05;3,48;11,57;7,75;7,75;0,0;2,05;3,768
567;2023-04-04;15,09;3,45;11,64;7,75;7,75;0,0;2,1;3,772833
568;2023-04-05;15,06;3,49;11,57;7,75;7,75;0,0;2,12;3,772
569;2023-04-10;15,17;3,52;11,65;7,75;7,75;0,0;2,05;3,781
570;2023-04-11;15,22;3,53;11,69;7,75;7,75;0,0;2,04;3,7845
571;2023-04-12;15,25;3,54;11,71;7,75;7,74;-0,01;2,04;3,776
572;2023-04-13;15,26;3,58;11,68;7,75;7,72;-0,03;2,01;3,775667
573;2023-04-14;15,24;3,6;11,64;7,75;7,75;0,0;1,98;3,781833
574;2023-04-17;15,24;3,61;11,63;7,75;7,65;-0,1;1,97;3,7835
575;2023-04-18;15,24;3,63;11,61;7,75;7,75;0,0;1,98;3,778333
576;2023-04-19;15,23;3,66;11,57;7,75;7,75;0,0;2,0;3,7785
577;2023-04-20;15,17;3,63;11,54;7,75;7,75;0,0;2,03;3,764833
578;2023-04-21;15,15;3,65;11,5;7,75;7,75;0,0;1,99;3,7635
579;2023-04-24;15,16;3,67;11,49;7,75;7,76;0,01;2,0;3,758167
580;2023-04-25;15,25;3,66;11,59;7,75;7,82;0,07;2,01;3,756
581;2023-04-26;15,27;3,69;11,58;7,75;7,77;0,02;1,97;3,746833
582;2023-04-27;15,28;3,68;11,6;7,75;7,75;0,0;1,93;3,731
583;2023-04-28;15,29;3,68;11,61;7,75;7,75;0,0;1,93;3,714333
584;2023-05-02;15,27;3,62;11,65;7,75;7,75;0,0;1,99;3,709833
585;2023-05-03;15,3;3,65;11,65;7,75;7,75;0,0;2,01;3,707833
586;2023-05-04;15,26;3,62;11,64;7,75;7,75;0,0;2,01;3,719333
587;2023-05-05;15,25;3,63;11,62;7,75;7,75;0,0;2,01;3,713167
588;2023-05-08;15,19;3,66;11,53;7,75;7,75;0,0;1,98;3,706
589;2023-05-09;15,25;3,69;11,56;7,75;7,75;0,0;1,97;3,697833
590;2023-05-10;15,27;3,71;11,56;7,75;7,75;0,0;1,99;3,6735
591;2023-05-11;15,27;3,74;11,53;7,75;7,75;0,0;1,99;3,678333
592;2023-05-12;15,28;3,71;11,57;7,75;7,75;0,0;1,98;3,656
593;2023-05-15;15,3;3,71;11,59;7,75;7,75;0,0;1,99;3,663333
594;2023-05-16;15,34;3,69;11,65;7,75;7,75;0,0;1,98;3,685333
595;2023-05-17;15,31;3,72;11,59;7,75;7,75;0,0;1,99;3,695667
596;2023-05-18;15,3;3,76;11,54;7,75;7,75;0,0;1,95;3,7025
597;2023-05-19;15,3;3,74;11,56;7,75;7,75;0,0;1,94;3,690667
598;2023-05-22;15,29;3,76;11,53;7,75;7,75;0,0;1,95;3,692167
599;2023-05-23;15,27;3,76;11,51;7,75;7,75;0,0;1,99;3,694
600;2023-05-24;15,28;3,75;11,53;7,75;7,76;0,01;1,98;3,687667
601;2023-05-25;15,31;3,78;11,53;7,75;7,77;0,02;1,94;3,695
602;2023-05-26;15,33;3,76;11,57;7,75;7,75;0,0;1,96;3,6725
603;2023-05-29;15,36;3,81;11,55;7,75;7,75;0,0;1,96;3,674333
604;2023-05-30;15,43;3,79;11,64;7,75;7,75;0,0;1,97;3,6745
605;2023-05-31;15,44;3,76;11,68;7,75;7,75;0,0;2,0;3,6795
606;2023-06-01;15,44;3,73;11,71;7,75;7,75;0,0;1,95;3,683667
607;2023-06-02;15,39;3,56;11,83;7,75;7,73;-0,02;1,86;3,686667
608;2023-06-05;15,4;3,63;11,77;7,75;7,54;-0,21;1,92;3,678667
609;2023-06-06;15,36;3,66;11,7;7,75;7,75;0,0;1,91;3,690333
610;2023-06-07;15,5;3,7;11,8;7,75;7,75;0,0;1,87;3,670333
611;2023-06-08;15,5;3,73;11,77;7,75;7,75;0,0;1,88;3,657333
612;2023-06-09;15,52;3,76;11,76;7,75;7,75;0,0;1,86;3,645833
613;2023-06-12;15,51;3,77;11,74;7,75;7,74;-0,01;1,85;3,654
614;2023-06-13;15,58;3,77;11,81;7,75;7,75;0,0;1,78;3,646167
615;2023-06-14;15,61;3,79;11,82;7,75;7,75;0,0;1,8;3,65
616;2023-06-15;15,59;3,77;11,82;7,75;7,75;0,0;1,82;3,651167
617;2023-06-16;15,59;3,75;11,84;7,75;7,67;-0,08;1,78;3,635667
618;2023-06-19;15,58;3,75;11,83;7,75;7,75;0,0;1,78;3,635833
619;2023-06-20;15,62;3,76;11,86;7,75;7,72;-0,03;1,79;3,645333
620;2023-06-21;15,54;3,76;11,78;7,75;7,75;0,0;1,78;3,6425
621;2023-06-22;15,52;3,79;11,73;7,75;7,92;0,17;1,72;3,637333
622;2023-06-23;15,54;3,87;11,67;7,75;7,75;0,0;1,75;3,633333
623;2023-06-26;15,58;3,84;11,74;7,75;7,75;0,0;1,76;3,641333
624;2023-06-27;15,66;3,85;11,81;7,75;7,75;0,0;1,74;3,637667
625;2023-06-28;15,68;3,89;11,79;7,75;7,75;0,0;1,78;3,633
626;2023-06-30;15,7;3,89;11,81;7,75;7,77;0,02;1,72;3,627167
627;2023-07-03;15,78;3,88;11,9;7,75;7,81;0,06;1,68;3,627
628;2023-07-04;15,74;3,79;11,95;7,75;7,75;0,0;1,68;3,628833
629;2023-07-05;15,74;3,8;11,94;7,75;7,75;0,0;1,63;3,632
630;2023-07-06;15,71;3,86;11,85;7,75;7,75;0,0;1,65;3,647
631;2023-07-07;15,71;3,78;11,93;7,75;7,75;0,0;1,67;3,640833
632;2023-07-10;15,71;3,84;11,87;7,75;7,75;0,0;1,68;3,639667
633;2023-07-11;15,74;3,9;11,84;7,75;7,75;0,0;1,66;3,631833
634;2023-07-12;15,74;3,87;11,87;7,75;7,74;-0,01;1,7;3,588167
635;2023-07-13;15,73;3,88;11,85;7,75;7,75;0,0;1,7;3,572
636;2023-07-14;15,7;3,85;11,85;7,75;7,75;0,0;1,69;3,563833
637;2023-07-17;15,67;3,88;11,79;7,75;7,75;0,0;1,69;3,562667
638;2023-07-18;15,64;3,89;11,75;7,75;7,75;0,0;1,68;3,5575
639;2023-07-19;15,61;3,9;11,71;7,75;7,75;0,0;1,73;3,579833
640;2023-07-20;15,54;3,88;11,66;7,75;7,75;0,0;1,72;3,587833
641;2023-07-21;15,47;3,9;11,57;7,75;7,75;0,0;1,73;3,587167
642;2023-07-24;15,47;3,89;11,58;7,75;7,75;0,0;1,73;3,588833
643;2023-07-25;15,55;3,9;11,65;7,75;7,76;0,01;1,75;3,603
644;2023-07-26;15,6;3,89;11,71;7,75;7,75;0,0;1,73;3,599333
645;2023-07-27;15,58;3,89;11,69;7,75;7,75;0,0;1,65;3,596833
646;2023-07-31;15,58;3,89;11,69;7,75;7,75;0,0;1,63;3,611167
647;2023-08-01;15,64;3,83;11,81;7,75;7,75;0,0;1,62;3,638333
648;2023-08-02;15,62;3,78;11,84;7,75;7,75;0,0;1,63;3,662333
649;2023-08-03;15,61;3,79;11,82;7,75;7,75;0,0;1,62;3,698
650;2023-08-04;15,61;3,8;11,81;7,75;7,75;0,0;1,68;3,691167
651;2023-08-07;15,62;3,79;11,83;7,75;7,75;0,0;1,65;3,691667
652;2023-08-08;15,61;3,86;11,75;7,75;7,75;0,0;1,65;3,709
653;2023-08-09;15,64;3,9;11,74;7,75;7,75;0,0;1,6;3,693667
654;2023-08-10;15,65;3,92;11,73;7,75;7,75;0,0;1,59;3,674333
655;2023-08-11;15,65;3,89;11,76;7,75;7,75;0,0;1,62;3,6845
656;2023-08-14;15,7;3,97;11,73;7,75;7,75;0,0;1,67;3,7045
657;2023-08-15;15,74;3,96;11,78;7,75;7,75;0,0;1,67;3,718667
658;2023-08-16;15,79;3,94;11,85;7,75;7,75;0,0;1,72;3,715333
659;2023-08-17;15,74;3,95;11,79;7,75;7,75;0,0;1,75;3,724667
660;2023-08-18;15,72;3,93;11,79;7,75;7,75;0,0;1,73;3,72
661;2023-08-21;15,71;3,94;11,77;7,75;7,75;0,0;1,73;3,72
662;2023-08-22;15,86;3,98;11,88;7,75;7,75;0,0;1,74;3,727833
663;2023-08-23;15,85;3,97;11,88;7,75;7,75;0,0;1,72;3,710833
664;2023-08-24;15,89;3,98;11,91;7,75;7,75;0,0;1,72;3,6987
665;2023-08-25;15,9;3,95;11,95;7,75;7,75;0,0;1,71;3,693
666;2023-08-28;15,95;3,97;11,98;7,75;7,75;0,0;1,69;3,696
667;2023-08-29;16,01;3,93;12,08;7,75;7,75;0,0;1,64;3,693667
668;2023-08-31;16,02;3,94;12,08;7,75;7,75;0,0;1,6;3,694667
669;2023-09-01;16,06;4,03;12,03;7,75;7,75;0,0;1,6;3,691667
670;2023-09-04;30,25;3,79;26,46;7,75;7,75;0,0;1,62;3,691833
671;2023-09-05;16,01;3,85;12,16;7,75;7,75;0,0;1,67;3,705167
672;2023-09-06;15,93;3,89;12,04;7,75;7,75;0,0;1,69;3,705833
673;2023-09-07;15,9;3,91;11,99;7,75;7,75;0,0;1,69;3,712167
674;2023-09-08;15,88;3,91;11,97;7,75;7,75;0,0;1,71;3,716
675;2023-09-11;15,95;3,95;12,0;7,75;7,75;0,0;1,75;3,700667
676;2023-09-12;16,01;3,97;12,04;7,75;7,75;0,0;1,75;3,707
677;2023-09-13;16,01;3,97;12,04;7,75;7,75;0,0;1,72;3,703667
678;2023-09-14;16,01;3,98;12,03;7,75;7,75;0,0;1,71;3,710833
679;2023-09-15;30,07;3,97;26,1;7,5;7,5;0,0;1,74;3,722833
680;2023-09-18;15,99;3,97;12,02;7,5;7,5;0,0;1,7;3,709167
681;2023-09-19;15,97;3,97;12,0;7,5;7,5;0,0;1,66;3,713333
682;2023-09-20;15,92;3,97;11,95;7,5;7,5;0,0;1,66;3,717167
683;2023-09-21;15,83;3,91;11,92;7,5;7,5;0,0;1,69;3,742333
684;2023-09-22;15,82;3,97;11,85;7,5;7,5;0,0;1,66;3,748833
685;2023-09-25;15,86;3,99;11,87;7,5;7,5;0,0;1,68;3,773833
686;2023-09-26;15,98;3,96;12,02;7,5;7,5;0,0;1,71;3,784833
687;2023-09-27;15,97;4,08;11,89;7,5;7,5;0,0;1,76;3,800333
688;2023-09-28;15,98;4,1;11,88;7,5;7,5;0,0;1,74;3,804833
689;2023-09-29;15,97;3,95;12,02;7,5;7,5;0,0;1,74;3,792833
690;2023-10-02;28,54;4,01;24,53;7,5;7,5;0,0;1,79;3,800333
691;2023-10-03;15,99;3,86;12,13;7,5;7,5;0,0;1,82;3,813333
692;2023-10-04;15,97;3,89;12,08;7,5;7,5;0,0;1,83;3,8145
693;2023-10-05;15,96;3,89;12,07;7,5;7,5;0,0;1,79;3,822833
694;2023-10-06;15,9;3,9;12,0;7,25;7,25;0,0;1,79;3,829333
695;2023-10-09;15,88;3,91;11,97;7,25;7,25;0,0;1,79;3,8375
696;2023-10-10;15,93;3,92;12,01;7,25;7,25;0,0;1,8;3,8255
697;2023-10-11;15,92;3,93;11,99;7,25;7,25;0,0;1,76;3,825
698;2023-10-12;15,93;3,93;12,0;7,25;7,25;0,0;1,81;3,843
699;2023-10-13;15,94;3,92;12,02;7,25;7,26;0,01;1,78;3,8505
700;2023-10-16;15,95;3,93;12,02;7,25;7,28;0,03;1,78;3,86
701;2023-10-17;15,95;3,94;12,01;7,25;7,25;0,0;1,79;3,859833
702;2023-10-18;15,92;3,93;11,99;7,25;6,97;-0,28;1,79;3,868333
703;2023-10-19;15,86;3,91;11,95;7,25;7,25;0,0;1,85;3,872167
704;2023-10-20;15,79;3,89;11,9;7,25;7,25;0,0;1,84;3,874
705;2023-10-23;15,78;3,89;11,89;7,25;7,25;0,0;1,83;3,872167
706;2023-10-24;15,82;3,88;11,94;7,25;7,25;0,0;1,78;3,8655
707;2023-10-25;15,85;3,87;11,98;7,25;7,25;0,0;1,83;3,871667
708;2023-10-26;15,91;3,87;12,04;7,25;7,25;0,0;1,83;3,869
709;2023-10-27;15,93;3,84;12,09;7,25;7,25;0,0;1,81;3,8585
710;2023-10-30;15,96;3,84;12,12;7,25;7,25;0,0;1,76;3,842833
711;2023-10-31;16,03;3,96;12,07;7,25;7,25;0,0;1,83;3,837833
712;2023-11-02;16,01;3,93;12,08;7,25;7,25;0,0;1,74;3,794833
713;2023-11-03;15,98;3,54;12,44;7,25;7,25;0,0;1,78;3,735
714;2023-11-06;15,95;3,7;12,25;7,25;7,25;0,0;1,83;3,759167
715;2023-11-07;15,88;3,72;12,16;7,25;7,25;0,0;1,85;3,775667
716;2023-11-08;15,87;3,72;12,15;7,25;7,2;-0,05;1,8;3,796833
717;2023-11-09;15,86;3,74;12,12;7,25;7,25;0,0;1,81;3,7965
718;2023-11-10;15,87;3,75;12,12;7,0;7,0;0,0;1,83;3,811667
719;2023-11-13;15,87;3,76;12,11;7,0;7,0;0,0;1,81;3,812167
720;2023-11-14;15,91;3,76;12,15;7,0;7,1;0,1;1,75;3,769333
721;2023-11-15;15,9;3,71;12,19;7,0;7,0;0,0;1,78;3,773333
722;2023-11-16;15,87;3,77;12,1;7,0;7,0;0,0;1,77;3,77
723;2023-11-17;15,79;3,76;12,03;7,0;7,0;0,0;1,76;3,771167
724;2023-11-20;15,79;3,78;12,01;7,0;7,0;0,0;1,73;3,7395
725;2023-11-21;15,71;3,76;11,95;7,0;7,0;0,0;1,7;3,7405
726;2023-11-22;15,81;3,77;12,04;7,0;6,99;-0,01;1,7;3,742
727;2023-11-23;15,78;3,74;12,04;7,0;7,0;0,0;1,66;3,735
728;2023-11-24;15,8;3,71;12,09;7,0;7,0;0,0;1,71;3,733167
729;2023-11-27;15,83;3,71;12,12;7,0;7,0;0,0;1,7;3,723
730;2023-11-28;15,94;3,71;12,23;7,0;7,0;0,0;1,64;3,729333
731;2023-11-29;15,98;3,92;12,06;7,0;7,0;0,0;1,6;3,7335
732;2023-11-30;15,97;3,91;12,06;7,0;7,0;0,0;1,61;3,738333
733;2023-12-01;15,97;3,81;12,16;7,0;7,0;0,0;1,58;3,7345
734;2023-12-04;15,98;3,58;12,4;7,0;7,0;0,0;1,62;3,745
735;2023-12-05;16,01;3,56;12,45;7,0;7,0;0,0;1,63;3,757333
736;2023-12-06;15,93;3,57;12,36;7,0;7,0;0,0;1,62;3,755167
737;2023-12-07;15,9;3,53;12,37;7,0;7,0;0,0;1,62;3,754833
738;2023-12-11;15,83;3,53;12,3;7,0;7,0;0,0;1,66;3,773
739;2023-12-12;15,94;3,56;12,38;7,0;7,0;0,0;1,72;3,776333
740;2023-12-13;15,92;3,59;12,33;7,0;7,0;0,0;1,64;3,786667
741;2023-12-14;15,9;3,58;12,32;7,0;7,0;0,0;1,64;3,763333
742;2023-12-15;15,88;3,55;12,33;6,75;6,75;0,0;1,62;3,763833
743;2023-12-18;15,96;3,53;12,43;6,75;6,75;0,0;1,6;3,748333
744;2023-12-19;15,83;3,52;12,31;6,75;6,75;0,0;1,64;3,7135
745;2023-12-20;15,77;3,51;12,26;6,75;6,75;0,0;1,61;3,706
746;2023-12-21;15,67;3,51;12,16;6,75;6,75;0,0;1,59;3,704667
747;2023-12-22;15,68;3,48;12,2;6,75;6,75;0,0;1,59;3,684833
748;2023-12-26;15,75;3,49;12,26;6,75;6,75;0,0;1,67;3,686833
749;2023-12-27;15,89;3,51;12,38;6,75;6,75;0,0;1,62;3,690833
750;2023-12-28;15,89;3,49;12,4;6,75;6,75;0,0;1,6;3,7025
751;2023-12-29;15,88;3,45;12,43;6,75;6,75;0,0;1,6;3,709833
752;2024-01-03;15,9;3,41;12,49;6,75;6,75;0,0;1,75;3,734
753;2024-01-04;15,83;3,45;12,38;6,75;6,75;0,0;1,71;3,736833
754;2024-01-05;15,81;3,44;12,37;6,75;6,75;0,0;1,76;3,718833
755;2024-01-08;15,72;3,43;12,29;6,75;6,75;0,0;1,77;3,712167
756;2024-01-09;15,76;3,45;12,31;6,75;6,75;0,0;1,71;3,7065
757;2024-01-10;15,87;3,48;12,39;6,75;6,75;0,0;1,72;3,7025
758;2024-01-11;15,88;3,46;12,42;6,75;6,75;0,0;1,69;3,7005
759;2024-01-12;15,88;3,47;12,41;6,5;6,5;0,0;1,69;3,6945
760;2024-01-15;15,89;3,48;12,41;6,5;6,5;0,0;1,65;3,698
761;2024-01-16;15,89;3,46;12,43;6,5;6,5;0,0;1,69;3,717833
762;2024-01-17;15,83;3,45;12,38;6,5;6,5;0,0;1,7;3,740167
763;2024-01-18;15,72;3,45;12,27;6,5;6,5;0,0;1,71;3,741333
764;2024-01-19;15,72;3,45;12,27;6,5;6,5;0,0;1,77;3,741833
765;2024-01-22;15,7;3,45;12,25;6,5;6,5;0,0;1,76;3,741
766;2024-01-23;15,72;3,48;12,24;6,5;6,5;0,0;1,74;3,757
767;2024-01-24;15,75;3,44;12,31;6,5;6,5;0,0;1,72;3,760333
768;2024-01-25;15,75;3,43;12,32;6,5;6,5;0,0;1,69;3,763167
769;2024-01-26;15,79;3,46;12,33;6,5;6,5;0,0;1,64;3,786
770;2024-01-29;15,79;3,46;12,33;6,5;6,5;0,0;1,64;3,807
771;2024-01-30;15,86;3,42;12,44;6,5;6,5;0,0;1,62;3,810833
772;2024-01-31;15,85;3,44;12,41;6,5;6,52;0,02;1,67;3,805833
773;2024-02-01;15,85;3,36;12,49;6,5;6,5;0,0;1,69;3,806167
774;2024-02-02;15,78;3,23;12,55;6,5;6,5;0,0;1,67;3,833
775;2024-02-05;15,75;3,26;12,49;6,5;6,5;0,0;1,66;3,856833
776;2024-02-06;15,68;3,31;12,37;6,5;6,5;0,0;1,68;3,857167
777;2024-02-07;15,66;3,33;12,33;6,5;6,5;0,0;1,65;3,865833
778;2024-02-08;15,67;3,36;12,31;6,5;6,5;0,0;1,67;3,853667
779;2024-02-09;15,69;3,36;12,33;6,25;6,25;0,0;1,67;3,866333
780;2024-02-12;15,71;3,4;12,31;6,25;6,25;0,0;1,64;3,863333
781;2024-02-13;15,77;3,37;12,4;6,25;6,25;0,0;1,61;3,884
782;2024-02-14;15,79;3,41;12,38;6,25;6,25;0,0;1,62;3,874
783;2024-02-15;15,82;3,39;12,43;6,25;6,25;0,0;1,58;3,862333
784;2024-02-16;15,82;3,35;12,47;6,25;6,25;0,0;1,57;3,829667
785;2024-02-19;15,79;3,37;12,42;6,25;6,25;0,0;1,57;3,799333
